Date,close,high,low,open,DSI,price_reg,plus_3STDV,minus_3STDV,plus_2STDV,minus_2STDV,plus_1STDV,minus_1STDV,norm_dist,norm_lin,combined,peak_trend,peak_trend_minus_STDV,peak_trend_plus_STDV,peak_price,peak_price_minus_STDV,peak_price_plus_STDV
2010-07-17 00:00:00+00:00,0.049510000000000005,0.049510000000000005,0.049510000000000005,0.049510000000000005,1,0.04156166246288983,0.3916918726880528,0.00441002713389175,0.18543598288443836,0.009315192012952877,0.08778967894415174,0.019676251325375847,0.5925175351087373,0.5390043041782142,0.31936950172467554,1.1464908496495232,1.1294052417232197,1.1635764575758267,0.7557574972291766,0.6999888152888505,0.8159693157131601
2010-07-18 00:00:00+00:00,0.08584,0.08585,0.049510000000000005,0.049510000000000005,2,0.04226935209794775,0.3983613912301772,0.004485118704056107,0.1885934870668389,0.009473806092503402,0.08928451438075906,0.02001128795034714,0.8282789337412599,0.6578976633562825,0.544922775115608,1.1463944039273555,1.129308796001052,1.163480011853659,0.7682936069554074,0.7115998633138684,0.8295041875636151
2010-07-19 00:00:00+00:00,0.0808,0.09307,0.07855,0.08584,3,0.0420384987719697,0.39618574747075497,0.004460623306827439,0.1875634870411397,0.009422065066498148,0.08879688856961884,0.019901996651778463,0.808884004390708,0.6456318612960404,0.5222412853273674,1.1462979582051875,1.129212350278884,1.163383566131491,0.7637670215531359,0.7074073026516763,0.8246169653967822
2010-07-20 00:00:00+00:00,0.07473333333333332,0.08181000000000001,0.07426,0.0808,4,0.0419777831683388,0.39561354205166693,0.004454180892265654,0.18729259177447968,0.009408456912432866,0.08866864049113025,0.019873252482137022,0.7797488954352385,0.6285575722564304,0.4901170726844067,1.1462015124830198,1.1291159045567163,1.1632871204093234,0.7623339806495214,0.7060800083700326,0.8230697529512578
2010-07-21 00:00:00+00:00,0.07921,0.07921,0.06634,0.07426,5,0.042137291442610005,0.3971168046970026,0.004471106004879815,0.18800427104486703,0.00944420741215884,0.08900556590165025,0.019948767384743205,0.8006858876881529,0.6406789495598431,0.5129825934514363,1.1461050667608519,1.1290194588345484,1.1631906746871554,0.7648996636305888,0.708456365067662,0.8258398459957514
2010-07-22 00:00:00+00:00,0.055945,0.0808,0.05446,0.07921,6,0.042476243961155895,0.4003112136516523,0.004507071597094107,0.1895165780533713,0.00952017664934583,0.08972152698253881,0.020109235338791817,0.643686179496846,0.5613882315546843,0.3613578459839255,1.1460086210386842,1.1289230131123806,1.1630942289649877,0.7707189470125089,0.713846233240025,0.8321227564485028
2010-07-23 00:00:00+00:00,0.062283333333333336,0.06767000000000001,0.0505,0.0505,7,0.04295460309028607,0.4048194400315216,0.00455782935350225,0.19165087658777671,0.009627391011691789,0.0907319532234006,0.020335701603392205,0.6903632530703788,0.5828133763755599,0.4023529384475626,1.1459121753165162,1.1288265673902127,1.1629977832428198,0.779061449786549,0.7215731279843765,0.8411299132479072
2010-07-24 00:00:00+00:00,0.05454,0.06161000000000001,0.03399666666666667,0.06161000000000001,8,0.04354218523405403,0.4103570229050658,0.004620176551469143,0.19427249627039267,0.009759085466827414,0.09197308855576995,0.02061387656680722,0.6183573204155228,0.5501948919736811,0.3402170391071535,1.1458157295943485,1.128730121668045,1.162901337520652,0.7893766951421114,0.731127193147245,0.8522669826452343
2010-07-25 00:00:00+00:00,0.0505,0.059410000000000004,0.0505,0.05545,9,0.044217148426709624,0.4167181158272473,0.0046917955825088,0.19728398463789168,0.009910364587263867,0.09339879673179069,0.020933419737774652,0.5705116068323915,0.5296128042240295,0.30215025193685985,1.1457192838721806,1.128633675945877,1.1628048917984841,0.801266316091733,0.7421394579455065,0.8651038594290179
2010-07-26 00:00:00+00:00,0.055999999999999994,0.055999999999999994,0.05,0.05446,10,0.044963652630242365,0.42375343665235465,0.00477100569100923,0.20061466807321057,0.010077678154198135,0.09497561922817463,0.021286832076303584,0.6154443045482181,0.5489229056392889,0.3378314759117593,1.1456228381500129,1.1285372302237093,1.1627084460763164,0.8144413476752119,0.7543422806542781,0.8793285565641237
2010-07-27 00:00:00+00:00,0.059844444444444436,0.059844444444444436,0.053,0.055999999999999994,11,0.04577005367087329,0.4313532465498616,0.0048565713363477965,0.20421259367837483,0.010258416365515574,0.0966789603426074,0.021668600961479097,0.6400377022059336,0.559759928566694,0.35826745846678437,1.145526392427845,1.1284407845015414,1.1626120003541485,0.8286892913900096,0.7675388434112324,0.8947116456183598
2010-07-28 00:00:00+00:00,0.0589,0.061,0.054000000000000006,0.05925,12,0.0466276520059868,0.43943555793946737,0.004947569426985001,0.20803894663848146,0.010450629397626695,0.09849044424486655,0.022074607828817094,0.6226547451195312,0.5520767649152322,0.34375321734470926,1.1454299467056772,1.1283443387793737,1.1625155546319808,0.8438513059381754,0.781582026098634,0.911081630277537
2010-07-29 00:00:00+00:00,0.06920000000000001,0.0699,0.0571,0.05883333333333333,13,0.047529843321070214,0.44793812941488526,0.005043299191958474,0.21206426043365684,0.0106528370292373,0.10039612080359644,0.0225017260432293,0.692290706698133,0.5837256533696743,0.40410784508912123,1.1453335009835093,1.1282478930572057,1.1624191089098128,0.8598067260014063,0.7963600675053608,0.9283082317186638
2010-07-30 00:00:00+00:00,0.06428333333333333,0.0698,0.06,0.06498999999999999,14,0.04847153907785331,0.4568130047836489,0.005143220696373567,0.2162658314943213,0.010863898769129196,0.10238524162437392,0.022947546573123864,0.6471198407135778,0.5629260308742785,0.36428060343288965,1.1452370552613413,1.1281514473350378,1.1623226631876449,0.8764625023090241,0.8117867846309339,0.946290987359495
2010-07-31 00:00:00+00:00,0.06785,0.0692,0.055999999999999994,0.0692,15,0.04944876588691939,0.46602273741226646,0.005246912331610629,0.2206259317189453,0.011082924063769031,0.10444941381431293,0.02341018832414256,0.6638803535989122,0.5705127853154577,0.3787522296479263,1.1451406095391736,1.12805500161287,1.1622262174654772,0.8937459011153082,0.8277948108813261,0.9649513686972466
2010-08-01 00:00:00+00:00,0.0611,0.06785,0.06,0.064,16,0.05045838402637036,0.47553773744611927,0.00535404094788828,0.22513055258665518,0.011309209209055114,0.10658200541595386,0.023888164879393037,0.6009909740922755,0.542652158992686,0.32612904962629075,1.1450441638170057,1.1279585558907022,1.1621297717433092,0.9115993750851871,0.8443308454410683,0.984227243553553
2010-08-02 00:00:00+00:00,0.06,0.0633,0.06,0.0611,17,0.051497886385971935,0.485334376987657,0.0054643405206178525,0.22976850810480912,0.01154219228778187,0.10877772072191869,0.024380289314961626,0.5809588821146354,0.5340578564333902,0.3102656552580808,1.144947718094838,1.1278621101685344,1.1620333260211415,0.9299768998039276,0.8613522601183637,1.004068920710882
2010-08-03 00:00:00+00:00,0.06,0.065,0.059000000000000004,0.06,18,0.05256525255004159,0.4953936149216933,0.005577596667422566,0.2345307837695177,0.01178142046531966,0.11103229205777886,0.024885605119380892,0.5702115167394035,0.5294854492137699,0.3019187010876282,1.14485127237267,1.1277656644463665,1.1619368802989736,0.948841315048373,0.8788246368086237,1.0244362793606783
2010-08-04 00:00:00+00:00,0.05795,0.0623,0.05795,0.06229,19,0.053658841294336006,0.5056999837678801,0.005693635241191441,0.23941005691819564,0.012026525895002669,0.1133422527058705,0.02540333529917225,0.540973110385216,0.5171475973438099,0.2797629442633221,1.1447548266505023,1.1276692187241988,1.1618404345768059,0.9681623660280957,0.8967199532758984,1.0452966542885933
2010-08-05 00:00:00+00:00,0.061,0.061,0.05795,0.05955,20,0.05477731026800639,0.5162408327349202,0.005812313807687822,0.2444003383739362,0.012277207716490728,0.11570476725146134,0.025932844354427748,0.5572072762358415,0.5239820644771322,0.291966618943736,1.1446583809283344,1.1275727730020308,1.161743988854638,0.987915239971998,0.9150152277273397,1.0666232558697442
2010-08-06 00:00:00+00:00,0.0621,0.0624,0.0607,0.06095,21,0.0559195552033635,0.5270057548117972,0.0059335151952158854,0.24949670121726203,0.012533218430888293,0.11811750317703038,0.02647360949930837,0.5557464167197975,0.5233655708611781,0.290858540640611,1.1445619352061667,1.1274763272798631,1.1616475431324702,1.008079458528204,0.9336914929448634,1.0883939742251965
2010-08-07 00:00:00+00:00,0.059000000000000004,0.0622,0.059000000000000004,0.0614,22,0.05708466335122951,0.5379861479259859,0.006057142553736384,0.25469507302828176,0.012794353464235882,0.12057853250490434,0.027025198617263525,0.5176012371820529,0.507355680354105,0.26260792784262693,1.1444654894839987,1.1273798815576952,1.1615510974103023,1.0286380293619035,0.9527330104880884,1.110590463226916
2010-08-08 00:00:00+00:00,0.0609,0.0609,0.059000000000000004,0.05975,23,0.058271877416032195,0.5491748750549685,0.006183115528089674,0.25999207497562893,0.01306044308430316,0.12308625561824396,0.027587253187071375,0.5235214929142626,0.5098323067429686,0.26690817036200126,1.144369043761831,1.1272834358355275,1.1614546516881346,1.0495767890617287,0.9721266620888136,1.133197431052956
2010-08-09 00:00:00+00:00,0.071,0.0735,0.05990333333333332,0.0605,24,0.05948056733580974,0.5605659982709749,0.006311367263626958,0.2653848959070965,0.013331346075657323,0.12563934165264043,0.02815947492284113,0.5935729010006009,0.5394575911280945,0.3202074073326991,1.144272598039663,1.1271869901133595,1.1613582059659666,1.0708838889812031,0.9918614734331346,1.1562020850654764
